id,mmsi,length,width,polarMode,centerLookAngle,heightspace,widthspace,path
Ship_C01S07N0338,413764837,56,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0339,413833699,130,23,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0340,413834435,49,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0341,413835057,99,18,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0342,413765377,56,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0343,413854248,52,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0344,413855489,55,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0345,413859326,65,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0346,413860539,62,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0347,413765775,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0348,413940017,49,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0349,413950786,69,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0350,413766129,58,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0351,413956583,108,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0352,413961883,50,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0353,413963128,62,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0354,413964116,52,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0355,413965312,53,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0356,413966006,58,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0357,413966026,63,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0358,413971379,88,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0359,413973361,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0360,413766407,46,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0361,413973631,0,0,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0362,413973744,48,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0363,413974081,60,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0364,413974127,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0365,413976275,48,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0366,413977815,101,16,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0367,413978312,111,20,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0368,413979416,59,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0369,413980855,53,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0370,413981861,66,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0371,413986538,43,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0372,413989894,42,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0373,413990697,63,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0374,413990939,54,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0375,413990949,52,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0376,413993588,63,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0377,413996682,60,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0378,413996832,66,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0379,413996848,50,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0380,412355950,55,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0381,413997496,0,0,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0382,413997618,58,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0383,413997889,63,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0384,413997894,67,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0385,413998305,54,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0386,413768005,68,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0387,413769586,58,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0388,413769607,94,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0389,413770174,94,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0390,413770611,63,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0391,413771118,90,15,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0392,413771584,0,0,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0393,413772305,45,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0394,413773657,106,17,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0395,413773899,73,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0396,413773971,108,18,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0397,413774191,67,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0398,413774867,110,19,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0399,413774894,110,19,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0400,413775132,40,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0401,413775544,63,12,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0402,413777429,63,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0403,413777721,51,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0404,413778507,72,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0405,413780466,68,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0406,413780542,63,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0407,413781465,44,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0408,413781485,41,8,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0409,413781622,49,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0410,413781774,0,0,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0411,413781866,56,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0412,413782265,78,13,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0413,413782458,97,16,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0414,413782629,48,9,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0415,413783124,62,11,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0416,413783367,89,14,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0417,413783665,53,10,DH,42.51,1.699678,1.124222,Cargo\CargoShip
Ship_C01S07N0418,166777888,90,10,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0419,412325880,88,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0420,412326290,0,0,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0421,412328180,82,12,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0422,412328830,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0423,412328890,77,12,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0424,412328940,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0425,412353970,106,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0426,412434780,99,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0427,412848000,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0428,413301340,96,15,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0429,413320470,158,23,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0430,413320820,82,12,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0431,413323390,82,12,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0432,413323560,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0433,413323680,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0434,413324380,84,13,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0435,413325290,88,15,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0436,413328860,96,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0437,413329030,96,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0438,413356250,95,18,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0439,413409040,146,21,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0440,413434740,97,16,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0441,413446600,71,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0442,150203680,0,0,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0443,413716000,150,22,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0444,413747000,149,21,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0445,413923752,66,13,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0446,413962000,160,24,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0447,414585858,30,8,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0448,150301960,63,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0449,414997689,63,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0450,677096100,85,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0451,150302015,63,14,DH,42.51,1.705727,1.124222,Cargo\CargoShip
Ship_C01S07N0452,109668422,50,6,DH,42.51,1.705567,1.124222,Cargo\CargoShip
Ship_C01S07N0453,412357862,53,9,DH,42.51,1.705567,1.124222,Cargo\CargoShip
Ship_C01S07N0454,412357873,90,14,DH,42.51,1.705567,1.124222,Cargo\CargoShip
Ship_C01S07N0455,412763470,99,23,DH,42.51,1.705567,1.124222,Cargo\CargoShip
Ship_C01S07N0456,412556426,90,16,DH,42.51,1.705489,1.124222,Cargo\CargoShip
Ship_C01S07N0457,800028027,37,8,DH,42.51,1.705489,1.124222,Cargo\CargoShip
Ship_C01S07N0458,413506880,98,16,DH,42.51,1.70541,1.124222,Cargo\CargoShip
Ship_C01S07N0459,413436470,147,21,DH,42.51,1.705332,1.124222,Cargo\CargoShip
Ship_C01S07N0460,413500110,98,16,DH,42.51,1.705332,1.124222,Cargo\CargoShip
Ship_C01S07N0461,413693580,97,16,DH,42.51,1.705332,1.124222,Cargo\CargoShip
Ship_C01S07N0462,412379230,167,24,DH,42.51,1.705332,1.124222,Cargo\CargoShip
Ship_C01S07N0463,412703860,121,17,DH,42.51,1.705253,1.124222,Cargo\CargoShip
Ship_C01S07N0464,412751000,199,32,DH,42.51,1.705096,1.124222,Cargo\CargoShip
Ship_C01S07N0465,413350000,225,32,DH,42.51,1.705096,1.124222,Cargo\CargoShip
Ship_C01S07N0466,413474850,76,11,DH,42.51,1.705096,1.124222,Cargo\CargoShip
Ship_C01S07N0467,412355930,54,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0468,412357450,53,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0469,412358190,53,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0470,412414640,89,14,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0471,412417650,0,0,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0472,412756140,0,0,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0473,413300650,88,14,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0474,413362860,54,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0475,413423930,43,8,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0476,413425890,47,7,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0477,413445420,54,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0478,413446130,53,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0479,413453580,63,15,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0480,413457790,46,12,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0481,413551530,53,9,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0482,413912390,53,12,DH,40.36,1.7299,1.124222,Cargo\CargoShip
Ship_C01S07N0483,412436120,180,30,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0484,412750910,158,23,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0485,412761670,159,24,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0486,413354570,55,9,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0487,413368070,60,12,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0488,413692240,100,13,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0489,413803892,97,16,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0490,414000880,92,16,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0491,900000222,52,9,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0492,900025841,90,16,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0493,900025848,22,4,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0494,412423840,53,9,DH,40.36,1.729688,1.124222,Cargo\CargoShip
Ship_C01S07N0495,412357252,53,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0496,412357420,55,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0497,412403780,62,11,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0498,412421540,52,8,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0499,100900125,50,6,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0500,412592060,48,8,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0501,412752060,53,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0502,412756420,1022,126,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0503,412756580,44,8,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0504,413416390,53,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0505,413416760,0,0,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0506,413420660,38,7,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0507,413423920,45,8,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0508,413431020,68,11,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0509,413441840,54,8,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0510,413441980,54,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0511,413448260,98,22,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0512,413448280,68,23,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0513,413448320,63,14,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0514,413504620,52,9,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0515,413552910,96,16,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0516,998832080,0,0,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0517,412302320,88,13,DH,40.36,1.729583,1.124222,Cargo\CargoShip
Ship_C01S07N0518,412921550,68,13,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0519,413081510,121,20,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0520,413323650,96,14,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0521,413355220,54,10,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0522,413363360,0,0,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0523,413375740,150,21,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0524,413409220,99,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0525,413411050,127,19,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0526,413411227,52,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0527,413412890,53,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0528,413415850,53,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0529,413420540,53,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0530,413427780,36,7,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0531,413437880,100,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0532,413438220,96,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0533,413440560,80,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0534,413440580,80,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0535,413440590,80,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0536,413440630,80,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0537,413440650,79,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0538,413440840,97,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0539,413442330,53,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0540,413447130,94,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0541,413451950,67,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0542,413454690,87,20,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0543,413456550,50,35,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0544,413456760,48,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0545,413543751,55,12,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0546,413550090,78,14,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0547,413554170,128,18,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0548,413555420,108,20,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0549,413555711,74,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0550,413556209,62,12,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0551,413556220,62,12,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0552,413556430,100,17,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0553,413722000,126,18,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0554,413827768,72,15,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0555,413908761,53,11,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0556,413959000,173,24,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0557,900029889,96,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0558,412357190,53,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0559,110900115,52,9,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0560,412416080,53,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0561,412417790,39,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0562,412418140,54,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0563,412431690,92,13,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0564,412433130,98,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0565,412437280,97,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0566,412470370,74,16,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0567,412592090,47,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0568,412636363,65,12,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0569,412751510,0,0,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0570,412757220,38,5,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0571,412757450,55,8,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0572,412758533,52,11,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0573,412758540,52,11,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0574,412760030,42,7,DH,40.36,1.729389,1.124222,Cargo\CargoShip
Ship_C01S07N0575,413410570,53,9,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0576,413440550,80,15,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0577,413440610,80,15,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0578,413440640,79,15,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0579,413446140,125,18,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0580,413446920,45,10,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0581,413481250,74,12,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0582,413508640,49,11,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0583,413556410,99,18,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0584,413556430,100,17,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0585,413556440,90,17,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0586,413556460,99,18,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0587,413556520,92,16,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0588,413801447,112,18,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0589,413858432,63,13,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0590,600011600,43,14,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0591,800000058,20,4,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0592,889652432,112,23,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0593,889652456,112,23,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0594,900029889,96,16,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0595,900200089,50,10,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0596,412362850,64,12,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0597,412365320,2,2,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0598,412400400,50,10,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0599,412405320,82,13,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0600,412411840,94,14,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0601,412421070,55,9,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0602,412425740,51,9,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0603,412432420,51,10,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0604,412437060,51,8,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0605,412453350,53,9,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0606,412636363,65,12,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0607,412756310,51,11,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0608,412766490,0,0,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0609,412766510,0,0,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0610,413361060,98,18,DH,40.36,1.729316,1.124222,Cargo\CargoShip
Ship_C01S07N0611,412767230,84,17,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0612,412896533,92,16,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0613,413330422,57,10,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0614,413330423,57,10,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0615,413352411,60,12,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0616,413352750,91,15,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0617,413353730,56,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0618,413353810,37,5,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0619,413354140,53,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0620,413354695,53,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0621,413359070,97,15,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0622,413359870,110,16,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0623,413360531,57,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0624,413362160,54,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0625,413367580,140,20,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0626,100901021,50,6,DH,40.36,1.729171,1.124222,Cargo\CargoShip
Ship_C01S07N0627,413401030,50,9,DH,40.36,1.729171,1.124222,Cargo\CargoShip
